epoch,auc,loss,val_auc,val_loss
0,0.5738669633865356,0.09012845903635025,0.627553403377533,0.08063819259405136
1,0.7059102058410645,0.05827735364437103,0.6370706558227539,0.038285788148641586
2,0.8441014289855957,0.03935807943344116,0.8210530281066895,0.022045304998755455
3,0.8763169646263123,0.036105718463659286,0.8608929514884949,0.020178912207484245
4,0.8936376571655273,0.03390619903802872,0.864436149597168,0.019752683117985725
5,0.9081670641899109,0.031600672751665115,0.8747243881225586,0.019208304584026337
6,0.9133655428886414,0.030931273475289345,0.8719630241394043,0.020086171105504036
7,0.9215900301933289,0.029627030715346336,0.8772496581077576,0.020676590502262115
8,0.9347795248031616,0.02710254304111004,0.8886658549308777,0.01847917027771473
9,0.9399302005767822,0.026304863393306732,0.8959641456604004,0.0182476993650198
10,0.9470947980880737,0.024993807077407837,0.9044632315635681,0.018067363649606705
11,0.9525633454322815,0.023788094520568848,0.905722439289093,0.01917986385524273
12,0.9606514573097229,0.02177259884774685,0.9100528359413147,0.01764107681810856
13,0.9621867537498474,0.021459825336933136,0.9042733311653137,0.018909726291894913
14,0.9626971483230591,0.0213237926363945,0.9056681990623474,0.018067412078380585
15,0.9678313732147217,0.0200357623398304,0.9025538563728333,0.018772702664136887
16,0.968055009841919,0.01977943629026413,0.9080392122268677,0.01832837425172329
17,0.9699845910072327,0.019288869574666023,0.9052053093910217,0.018577557057142258
18,0.9698007702827454,0.01947144791483879,0.9057076573371887,0.018614813685417175
19,0.9700804948806763,0.01926564611494541,0.906002402305603,0.018688641488552094
